time,wave_height,swell_wave_height,wind_wave_height
2023-12-26T11:00,3.74,2.94,0.24
2023-12-26T12:00,3.72,2.88,0.2
2023-12-26T13:00,3.64,2.74,0.34
2023-12-26T14:00,3.54,2.62,0.46
2023-12-26T15:00,3.46,2.48,0.6
2023-12-26T16:00,3.46,2.4,0.84
2023-12-26T17:00,3.48,2.34,1.06
2023-12-26T18:00,3.48,2.26,1.3
2023-12-26T19:00,3.48,2.28,1.4
2023-12-26T20:00,3.48,2.32,1.48
2023-12-26T21:00,3.48,2.34,1.58
2023-12-26T22:00,3.48,2.36,1.58
2023-12-26T23:00,3.46,2.36,1.56
2023-12-27T00:00,3.46,2.38,1.56
2023-12-27T01:00,3.42,2.36,1.46
2023-12-27T02:00,3.38,2.34,1.38
2023-12-27T03:00,3.34,2.32,1.28
2023-12-27T04:00,3.26,2.26,1.12
2023-12-27T05:00,3.2,2.18,0.94
2023-12-27T06:00,3.12,2.12,0.78
2023-12-27T07:00,3.12,2.1,0.94
2023-12-27T08:00,3.12,2.1,1.12
2023-12-27T09:00,3.12,2.08,1.28
2023-12-27T10:00,3.14,2.06,1.44
2023-12-27T11:00,3.16,2.06,1.62
2023-12-27T12:00,3.18,2.04,1.78
2023-12-27T13:00,3.28,2.02,1.94
2023-12-27T14:00,3.36,2.02,2.08
2023-12-27T15:00,3.46,2.0,2.24
2023-12-27T16:00,3.52,1.96,2.4
2023-12-27T17:00,3.6,1.92,2.54
2023-12-27T18:00,3.66,1.88,2.7
2023-12-27T19:00,3.88,2.2,2.68
2023-12-27T20:00,4.12,2.5,2.66
2023-12-27T21:00,4.34,2.82,2.64
2023-12-27T22:00,4.78,3.48,2.56
2023-12-27T23:00,5.2,4.12,2.48
2023-12-28T00:00,5.64,4.78,2.4
2023-12-28T01:00,5.98,4.64,3.18
2023-12-28T02:00,6.34,4.48,3.96
2023-12-28T03:00,6.68,4.34,4.74
2023-12-28T04:00,6.86,3.36,5.4
2023-12-28T05:00,7.04,2.36,6.08
2023-12-28T06:00,7.22,1.38,6.74
2023-12-28T07:00,7.16,1.46,6.64
2023-12-28T08:00,7.08,1.54,6.56
2023-12-28T09:00,7.02,1.62,6.46
2023-12-28T10:00,6.94,1.44,6.38
2023-12-28T11:00,6.88,1.28,6.32
2023-12-28T12:00,6.8,1.1,6.24
2023-12-28T13:00,6.84,1.38,6.28
2023-12-28T14:00,6.86,1.66,6.34
2023-12-28T15:00,6.9,1.94,6.38
2023-12-28T16:00,6.96,1.9,6.4
2023-12-28T17:00,7.02,1.84,6.42
2023-12-28T18:00,7.08,1.8,6.44
2023-12-28T19:00,7.04,1.9,6.38
2023-12-28T20:00,6.98,1.98,6.34
2023-12-28T21:00,6.94,2.08,6.28
2023-12-28T22:00,6.78,1.96,6.1
2023-12-28T23:00,6.64,1.86,5.92
2023-12-29T00:00,6.48,1.74,5.74
2023-12-29T01:00,6.3,1.72,5.44
2023-12-29T02:00,6.1,1.7,5.12
2023-12-29T03:00,5.92,1.68,4.82
2023-12-29T04:00,5.74,2.16,4.38
2023-12-29T05:00,5.58,2.62,3.96
2023-12-29T06:00,5.4,3.1,3.52
2023-12-29T07:00,5.3,2.96,3.58
2023-12-29T08:00,5.22,2.8,3.64
2023-12-29T09:00,5.12,2.66,3.7
2023-12-29T10:00,5.12,2.66,3.78
2023-12-29T11:00,5.1,2.68,3.84
2023-12-29T12:00,5.1,2.68,3.92
2023-12-29T13:00,5.04,2.68,3.58
2023-12-29T14:00,4.96,2.7,3.24
2023-12-29T15:00,4.9,2.7,2.9
2023-12-29T16:00,4.78,2.84,2.42
2023-12-29T17:00,4.68,2.96,1.96
2023-12-29T18:00,4.56,3.1,1.48
2023-12-29T19:00,4.46,3.14,1.5
2023-12-29T20:00,4.34,3.16,1.5
2023-12-29T21:00,4.24,3.2,1.52
2023-12-29T22:00,4.14,3.18,1.4
2023-12-29T23:00,4.02,3.14,1.28
2023-12-30T00:00,3.92,3.12,1.16
2023-12-30T01:00,3.9,2.94,1.46
2023-12-30T02:00,3.86,2.76,1.78
2023-12-30T03:00,3.84,2.58,2.08
2023-12-30T04:00,3.86,2.32,2.12
2023-12-30T05:00,3.86,2.08,2.18
2023-12-30T06:00,3.88,1.82,2.22
2023-12-30T07:00,4.22,1.8,2.82
2023-12-30T08:00,4.58,1.76,3.44
2023-12-30T09:00,4.92,1.74,4.04
2023-12-30T10:00,5.38,2.12,4.48
2023-12-30T11:00,5.82,2.52,4.94
2023-12-30T12:00,6.28,2.9,5.38
2023-12-30T13:00,6.72,3.5,5.5
2023-12-30T14:00,7.16,4.12,5.62
2023-12-30T15:00,7.6,4.72,5.74
2023-12-30T16:00,7.46,4.86,5.38
2023-12-30T17:00,7.32,4.98,5.04
2023-12-30T18:00,7.18,5.12,4.68
2023-12-30T19:00,7.06,5.12,4.56
2023-12-30T20:00,6.92,5.14,4.42
2023-12-30T21:00,6.8,5.14,4.3
2023-12-30T22:00,6.62,5.12,4.04
2023-12-30T23:00,6.42,5.08,3.78
2023-12-31T00:00,6.24,5.06,3.52
2023-12-31T01:00,6.08,4.86,3.48
2023-12-31T02:00,5.94,4.66,3.44
2023-12-31T03:00,5.78,4.46,3.4
2023-12-31T04:00,5.7,4.34,3.44
2023-12-31T05:00,5.64,4.24,3.48
2023-12-31T06:00,5.56,4.12,3.52
2023-12-31T07:00,5.6,3.88,3.76
2023-12-31T08:00,5.66,3.66,4.02
2023-12-31T09:00,5.7,3.42,4.26
2023-12-31T10:00,5.88,3.26,4.62
2023-12-31T11:00,6.06,3.08,4.96
2023-12-31T12:00,6.24,2.92,5.32
2023-12-31T13:00,6.32,2.96,5.38
2023-12-31T14:00,6.4,3.02,5.44
2023-12-31T15:00,6.48,3.06,5.5
2023-12-31T16:00,6.38,2.98,5.42
2023-12-31T17:00,6.3,2.92,5.36
2023-12-31T18:00,6.2,2.84,5.28
2023-12-31T19:00,6.02,2.58,5.08
2023-12-31T20:00,5.84,2.34,4.88
2023-12-31T21:00,5.66,2.08,4.68
2023-12-31T22:00,5.46,2.14,4.36
2023-12-31T23:00,5.28,2.18,4.04
