time,shortwave_radiation,cloud_cover,hour
2023-05-15T10:00,432.0,47,10
2023-05-15T11:00,618.0,25,11
2023-05-15T12:00,742.0,65,12
2023-05-15T13:00,795.0,63,13
2023-05-15T14:00,775.0,63,14
2023-05-15T15:00,711.0,46,15
2023-05-15T16:00,678.0,77,16
2023-05-15T17:00,615.0,68,17
2023-05-15T18:00,484.0,45,18
2023-05-15T19:00,296.0,69,19
2023-05-15T20:00,146.0,100,20
2023-05-15T21:00,26.0,66,21
2023-05-15T22:00,0.0,4,22
2023-05-15T23:00,0.0,9,23
2023-05-16T00:00,0.0,2,0
2023-05-16T01:00,0.0,17,1
2023-05-16T02:00,0.0,67,2
2023-05-16T03:00,0.0,31,3
2023-05-16T04:00,0.0,100,4
2023-05-16T05:00,0.0,100,5
2023-05-16T06:00,0.0,81,6
2023-05-16T07:00,5.0,100,7
2023-05-16T08:00,72.0,99,8
2023-05-16T09:00,155.0,100,9
2023-05-16T10:00,292.0,100,10
2023-05-16T11:00,519.0,100,11
2023-05-16T12:00,683.0,100,12
2023-05-16T13:00,815.0,83,13
2023-05-16T14:00,875.0,89,14
2023-05-16T15:00,732.0,47,15
2023-05-16T16:00,745.0,60,16
2023-05-16T17:00,416.0,77,17
2023-05-16T18:00,505.0,15,18
2023-05-16T19:00,353.0,7,19
2023-05-16T20:00,170.0,0,20
2023-05-16T21:00,43.0,0,21
2023-05-16T22:00,0.0,1,22
2023-05-16T23:00,0.0,1,23
2023-05-17T00:00,0.0,0,0
2023-05-17T01:00,0.0,0,1
2023-05-17T02:00,0.0,0,2
2023-05-17T03:00,0.0,29,3
2023-05-17T04:00,0.0,11,4
2023-05-17T05:00,0.0,16,5
2023-05-17T06:00,0.0,22,6
2023-05-17T07:00,6.0,38,7
2023-05-17T08:00,97.0,9,8
2023-05-17T09:00,267.0,9,9
2023-05-17T10:00,459.0,0,10
2023-05-17T11:00,637.0,0,11
2023-05-17T12:00,786.0,0,12
2023-05-17T13:00,890.0,0,13
2023-05-17T14:00,931.0,14,14
2023-05-17T15:00,926.0,6,15
2023-05-17T16:00,778.0,22,16
2023-05-17T17:00,711.0,9,17
2023-05-17T18:00,571.0,6,18
2023-05-17T19:00,382.0,42,19
2023-05-17T20:00,190.0,86,20
2023-05-17T21:00,44.0,91,21
2023-05-17T22:00,0.0,83,22
2023-05-17T23:00,0.0,81,23
2023-05-18T00:00,0.0,13,0
2023-05-18T01:00,0.0,0,1
2023-05-18T02:00,0.0,3,2
2023-05-18T03:00,0.0,20,3
2023-05-18T04:00,0.0,20,4
2023-05-18T05:00,0.0,13,5
2023-05-18T06:00,0.0,5,6
2023-05-18T07:00,6.0,0,7
2023-05-18T08:00,100.0,0,8
2023-05-18T09:00,271.0,14,9
2023-05-18T10:00,448.0,100,10
2023-05-18T11:00,580.0,100,11
2023-05-18T12:00,678.0,100,12
2023-05-18T13:00,555.0,100,13
2023-05-18T14:00,694.0,100,14
2023-05-18T15:00,609.0,90,15
2023-05-18T16:00,589.0,99,16
2023-05-18T17:00,503.0,99,17
2023-05-18T18:00,448.0,98,18
2023-05-18T19:00,274.0,98,19
2023-05-18T20:00,152.0,100,20
2023-05-18T21:00,26.0,100,21
2023-05-18T22:00,0.0,100,22
2023-05-18T23:00,0.0,87,23
2023-05-19T00:00,0.0,100,0
2023-05-19T01:00,0.0,100,1
2023-05-19T02:00,0.0,83,2
2023-05-19T03:00,0.0,73,3
2023-05-19T04:00,0.0,44,4
2023-05-19T05:00,0.0,8,5
2023-05-19T06:00,0.0,10,6
2023-05-19T07:00,7.0,10,7
2023-05-19T08:00,100.0,16,8
2023-05-19T09:00,260.0,13,9
2023-05-19T10:00,445.0,11,10
2023-05-19T11:00,627.0,27,11
2023-05-19T12:00,765.0,8,12
2023-05-19T13:00,843.0,39,13
2023-05-19T14:00,877.0,71,14
2023-05-19T15:00,368.0,91,15
2023-05-19T16:00,654.0,64,16
2023-05-19T17:00,644.0,42,17
2023-05-19T18:00,484.0,99,18
2023-05-19T19:00,200.0,68,19
2023-05-19T20:00,115.0,95,20
2023-05-19T21:00,27.0,68,21
2023-05-19T22:00,0.0,71,22
2023-05-19T23:00,0.0,77,23
2023-05-20T00:00,0.0,41,0
2023-05-20T01:00,0.0,76,1
2023-05-20T02:00,0.0,45,2
2023-05-20T03:00,0.0,44,3
2023-05-20T04:00,0.0,38,4
2023-05-20T05:00,0.0,63,5
2023-05-20T06:00,0.0,89,6
2023-05-20T07:00,7.0,48,7
2023-05-20T08:00,99.0,20,8
2023-05-20T09:00,276.0,32,9
2023-05-20T10:00,452.0,84,10
2023-05-20T11:00,607.0,95,11
2023-05-20T12:00,739.0,98,12
2023-05-20T13:00,826.0,100,13
2023-05-20T14:00,757.0,100,14
2023-05-20T15:00,745.0,100,15
2023-05-20T16:00,682.0,100,16
2023-05-20T17:00,553.0,100,17
2023-05-20T18:00,423.0,100,18
2023-05-20T19:00,231.0,100,19
2023-05-20T20:00,124.0,100,20
2023-05-20T21:00,32.0,100,21
2023-05-20T22:00,0.0,100,22
2023-05-20T23:00,0.0,100,23
2023-05-21T00:00,0.0,100,0
2023-05-21T01:00,0.0,100,1
2023-05-21T02:00,0.0,100,2
2023-05-21T03:00,0.0,100,3
2023-05-21T04:00,0.0,100,4
2023-05-21T05:00,0.0,100,5
2023-05-21T06:00,0.0,100,6
2023-05-21T07:00,7.0,100,7
2023-05-21T08:00,94.0,50,8
2023-05-21T09:00,244.0,91,9
2023-05-21T10:00,422.0,98,10
2023-05-21T11:00,539.0,100,11
2023-05-21T12:00,519.0,100,12
2023-05-21T13:00,490.0,100,13
2023-05-21T14:00,472.0,100,14
2023-05-21T15:00,504.0,100,15
2023-05-21T16:00,293.0,100,16
2023-05-21T17:00,244.0,100,17
2023-05-21T18:00,305.0,100,18
2023-05-21T19:00,284.0,100,19
2023-05-21T20:00,125.0,100,20
2023-05-21T21:00,33.0,100,21
2023-05-21T22:00,0.0,100,22
2023-05-21T23:00,0.0,100,23
2023-05-22T00:00,0.0,100,0
2023-05-22T01:00,0.0,99,1
2023-05-22T02:00,0.0,87,2
2023-05-22T03:00,0.0,99,3
2023-05-22T04:00,0.0,100,4
2023-05-22T05:00,0.0,100,5
2023-05-22T06:00,0.0,70,6
2023-05-22T07:00,4.0,68,7
2023-05-22T08:00,75.0,53,8
2023-05-22T09:00,202.0,45,9
2023-05-22T10:00,352.0,59,10
2023-05-22T11:00,573.0,75,11
2023-05-22T12:00,473.0,59,12
2023-05-22T13:00,479.0,100,13
2023-05-22T14:00,825.0,100,14
2023-05-22T15:00,407.0,100,15
2023-05-22T16:00,687.0,99,16
2023-05-22T17:00,615.0,83,17
2023-05-22T18:00,368.0,44,18
2023-05-22T19:00,252.0,65,19
2023-05-22T20:00,185.0,30,20
2023-05-22T21:00,48.0,4,21
2023-05-22T22:00,0.0,10,22
2023-05-22T23:00,0.0,9,23
2023-05-23T00:00,0.0,8,0
2023-05-23T01:00,0.0,6,1
2023-05-23T02:00,0.0,7,2
2023-05-23T03:00,0.0,41,3
2023-05-23T04:00,0.0,45,4
2023-05-23T05:00,0.0,62,5
2023-05-23T06:00,0.0,50,6
2023-05-23T07:00,8.0,35,7
2023-05-23T08:00,100.0,62,8
2023-05-23T09:00,228.0,80,9
2023-05-23T10:00,327.0,59,10
2023-05-23T11:00,457.0,56,11
2023-05-23T12:00,641.0,2,12
2023-05-23T13:00,835.0,41,13
2023-05-23T14:00,819.0,13,14
2023-05-23T15:00,771.0,6,15
2023-05-23T16:00,669.0,1,16
2023-05-23T17:00,691.0,4,17
2023-05-23T18:00,517.0,16,18
2023-05-23T19:00,255.0,32,19
2023-05-23T20:00,192.0,19,20
2023-05-23T21:00,54.0,3,21
2023-05-23T22:00,0.0,6,22
2023-05-23T23:00,0.0,0,23
2023-05-24T00:00,0.0,0,0
2023-05-24T01:00,0.0,1,1
2023-05-24T02:00,0.0,3,2
2023-05-24T03:00,0.0,40,3
2023-05-24T04:00,0.0,93,4
2023-05-24T05:00,0.0,79,5
2023-05-24T06:00,0.0,81,6
2023-05-24T07:00,8.0,23,7
2023-05-24T08:00,99.0,58,8
2023-05-24T09:00,259.0,2,9
2023-05-24T10:00,450.0,2,10
2023-05-24T11:00,622.0,5,11
2023-05-24T12:00,758.0,62,12
2023-05-24T13:00,769.0,76,13
2023-05-24T14:00,808.0,61,14
2023-05-24T15:00,834.0,93,15
2023-05-24T16:00,498.0,83,16
2023-05-24T17:00,484.0,41,17
2023-05-24T18:00,517.0,92,18
2023-05-24T19:00,307.0,35,19
2023-05-24T20:00,190.0,7,20
2023-05-24T21:00,53.0,7,21
2023-05-24T22:00,0.0,5,22
2023-05-24T23:00,0.0,1,23
2023-05-25T00:00,0.0,61,0
2023-05-25T01:00,0.0,100,1
2023-05-25T02:00,0.0,100,2
2023-05-25T03:00,0.0,100,3
2023-05-25T04:00,0.0,100,4
2023-05-25T05:00,0.0,100,5
2023-05-25T06:00,0.0,100,6
2023-05-25T07:00,4.0,100,7
2023-05-25T08:00,49.0,100,8
2023-05-25T09:00,79.0,100,9
2023-05-25T10:00,199.0,95,10
2023-05-25T11:00,507.0,100,11
2023-05-25T12:00,439.0,100,12
2023-05-25T13:00,389.0,100,13
2023-05-25T14:00,308.0,100,14
2023-05-25T15:00,51.0,100,15
2023-05-25T16:00,45.0,100,16
2023-05-25T17:00,49.0,100,17
2023-05-25T18:00,60.0,100,18
2023-05-25T19:00,132.0,100,19
2023-05-25T20:00,108.0,100,20
2023-05-25T21:00,23.0,100,21
2023-05-25T22:00,0.0,89,22
2023-05-25T23:00,0.0,92,23
2023-05-26T00:00,0.0,93,0
2023-05-26T01:00,0.0,100,1
2023-05-26T02:00,0.0,94,2
2023-05-26T03:00,0.0,49,3
2023-05-26T04:00,0.0,90,4
2023-05-26T05:00,0.0,62,5
2023-05-26T06:00,0.0,35,6
2023-05-26T07:00,9.0,12,7
2023-05-26T08:00,105.0,3,8
2023-05-26T09:00,269.0,3,9
2023-05-26T10:00,450.0,1,10
2023-05-26T11:00,623.0,0,11
2023-05-26T12:00,764.0,0,12
2023-05-26T13:00,842.0,1,13
2023-05-26T14:00,871.0,2,14
2023-05-26T15:00,824.0,23,15
2023-05-26T16:00,813.0,43,16
2023-05-26T17:00,702.0,25,17
2023-05-26T18:00,544.0,47,18
2023-05-26T19:00,367.0,52,19
2023-05-26T20:00,204.0,41,20
2023-05-26T21:00,58.0,53,21
2023-05-26T22:00,1.0,70,22
2023-05-26T23:00,0.0,26,23
2023-05-27T00:00,0.0,10,0
2023-05-27T01:00,0.0,1,1
2023-05-27T02:00,0.0,0,2
2023-05-27T03:00,0.0,0,3
2023-05-27T04:00,0.0,6,4
2023-05-27T05:00,0.0,89,5
2023-05-27T06:00,0.0,100,6
2023-05-27T07:00,10.0,100,7
2023-05-27T08:00,107.0,81,8
2023-05-27T09:00,271.0,18,9
2023-05-27T10:00,463.0,27,10
2023-05-27T11:00,634.0,14,11
2023-05-27T12:00,775.0,0,12
2023-05-27T13:00,872.0,37,13
2023-05-27T14:00,920.0,52,14
2023-05-27T15:00,906.0,9,15
2023-05-27T16:00,762.0,16,16
2023-05-27T17:00,712.0,34,17
2023-05-27T18:00,563.0,83,18
2023-05-27T19:00,390.0,100,19
2023-05-27T20:00,195.0,100,20
2023-05-27T21:00,53.0,100,21
2023-05-27T22:00,1.0,100,22
2023-05-27T23:00,0.0,100,23
2023-05-28T00:00,0.0,95,0
2023-05-28T01:00,0.0,78,1
2023-05-28T02:00,0.0,91,2
2023-05-28T03:00,0.0,93,3
2023-05-28T04:00,0.0,72,4
2023-05-28T05:00,0.0,52,5
2023-05-28T06:00,0.0,93,6
2023-05-28T07:00,11.0,44,7
2023-05-28T08:00,112.0,100,8
2023-05-28T09:00,265.0,100,9
2023-05-28T10:00,454.0,100,10
2023-05-28T11:00,632.0,42,11
2023-05-28T12:00,786.0,99,12
2023-05-28T13:00,852.0,99,13
2023-05-28T14:00,890.0,100,14
2023-05-28T15:00,902.0,47,15
2023-05-28T16:00,840.0,78,16
2023-05-28T17:00,731.0,90,17
2023-05-28T18:00,557.0,0,18
2023-05-28T19:00,399.0,1,19
2023-05-28T20:00,217.0,29,20
2023-05-28T21:00,63.0,90,21
2023-05-28T22:00,1.0,88,22
2023-05-28T23:00,0.0,97,23
2023-05-29T00:00,0.0,97,0
2023-05-29T01:00,0.0,100,1
2023-05-29T02:00,0.0,100,2
2023-05-29T03:00,0.0,100,3
2023-05-29T04:00,0.0,100,4
2023-05-29T05:00,0.0,100,5
2023-05-29T06:00,0.0,100,6
2023-05-29T07:00,10.0,0,7
2023-05-29T08:00,113.0,45,8
2023-05-29T09:00,283.0,16,9
2023-05-29T10:00,469.0,13,10
2023-05-29T11:00,641.0,56,11
2023-05-29T12:00,775.0,23,12
2023-05-29T13:00,875.0,73,13
2023-05-29T14:00,885.0,21,14
2023-05-29T15:00,838.0,27,15
2023-05-29T16:00,806.0,29,16
2023-05-29T17:00,730.0,3,17
2023-05-29T18:00,551.0,0,18
2023-05-29T19:00,364.0,25,19
2023-05-29T20:00,211.0,7,20
2023-05-29T21:00,63.0,18,21
2023-05-29T22:00,1.0,4,22
2023-05-29T23:00,0.0,0,23
2023-05-30T00:00,0.0,12,0
2023-05-30T01:00,0.0,8,1
2023-05-30T02:00,0.0,14,2
2023-05-30T03:00,0.0,43,3
2023-05-30T04:00,0.0,37,4
2023-05-30T05:00,0.0,0,5
2023-05-30T06:00,0.0,6,6
2023-05-30T07:00,11.0,1,7
2023-05-30T08:00,113.0,2,8
2023-05-30T09:00,280.0,5,9
2023-05-30T10:00,459.0,19,10
2023-05-30T11:00,632.0,10,11
2023-05-30T12:00,772.0,11,12
2023-05-30T13:00,869.0,81,13
2023-05-30T14:00,914.0,29,14
2023-05-30T15:00,880.0,21,15
2023-05-30T16:00,779.0,47,16
2023-05-30T17:00,569.0,81,17
2023-05-30T18:00,472.0,100,18
2023-05-30T19:00,319.0,98,19
2023-05-30T20:00,169.0,100,20
2023-05-30T21:00,52.0,71,21
2023-05-30T22:00,1.0,35,22
2023-05-30T23:00,0.0,2,23
2023-05-31T00:00,0.0,0,0
2023-05-31T01:00,0.0,68,1
2023-05-31T02:00,0.0,94,2
2023-05-31T03:00,0.0,75,3
2023-05-31T04:00,0.0,36,4
2023-05-31T05:00,0.0,95,5
2023-05-31T06:00,0.0,100,6
2023-05-31T07:00,11.0,100,7
2023-05-31T08:00,79.0,100,8
2023-05-31T09:00,188.0,100,9
2023-05-31T10:00,369.0,100,10
2023-05-31T11:00,535.0,100,11
2023-05-31T12:00,418.0,100,12
2023-05-31T13:00,425.0,100,13
2023-05-31T14:00,558.0,100,14
2023-05-31T15:00,538.0,96,15
2023-05-31T16:00,532.0,89,16
2023-05-31T17:00,510.0,100,17
2023-05-31T18:00,347.0,100,18
2023-05-31T19:00,220.0,100,19
2023-05-31T20:00,101.0,100,20
2023-05-31T21:00,41.0,100,21
2023-05-31T22:00,1.0,100,22
2023-05-31T23:00,0.0,100,23
2023-06-01T00:00,0.0,100,0
2023-06-01T01:00,0.0,100,1
2023-06-01T02:00,0.0,89,2
2023-06-01T03:00,0.0,100,3
2023-06-01T04:00,0.0,99,4
2023-06-01T05:00,0.0,100,5
2023-06-01T06:00,0.0,100,6
2023-06-01T07:00,8.0,100,7
2023-06-01T08:00,66.0,100,8
2023-06-01T09:00,179.0,99,9
2023-06-01T10:00,435.0,99,10
2023-06-01T11:00,568.0,96,11
2023-06-01T12:00,744.0,100,12
2023-06-01T13:00,838.0,100,13
2023-06-01T14:00,794.0,93,14
2023-06-01T15:00,800.0,100,15
2023-06-01T16:00,337.0,100,16
2023-06-01T17:00,200.0,100,17
2023-06-01T18:00,263.0,100,18
2023-06-01T19:00,228.0,100,19
2023-06-01T20:00,151.0,100,20
2023-06-01T21:00,46.0,100,21
2023-06-01T22:00,1.0,100,22
2023-06-01T23:00,0.0,100,23
2023-06-02T00:00,0.0,100,0
2023-06-02T01:00,0.0,0,1
2023-06-02T02:00,0.0,37,2
2023-06-02T03:00,0.0,24,3
2023-06-02T04:00,0.0,3,4
2023-06-02T05:00,0.0,1,5
2023-06-02T06:00,0.0,0,6
2023-06-02T07:00,12.0,5,7
2023-06-02T08:00,114.0,2,8
2023-06-02T09:00,279.0,0,9
2023-06-02T10:00,464.0,8,10
2023-06-02T11:00,604.0,60,11
2023-06-02T12:00,730.0,35,12
2023-06-02T13:00,814.0,15,13
2023-06-02T14:00,880.0,34,14
2023-06-02T15:00,451.0,99,15
2023-06-02T16:00,588.0,69,16
2023-06-02T17:00,626.0,60,17
2023-06-02T18:00,494.0,88,18
2023-06-02T19:00,300.0,46,19
2023-06-02T20:00,165.0,69,20
2023-06-02T21:00,57.0,13,21
2023-06-02T22:00,2.0,11,22
2023-06-02T23:00,0.0,17,23
2023-06-03T00:00,0.0,14,0
2023-06-03T01:00,0.0,5,1
2023-06-03T02:00,0.0,2,2
2023-06-03T03:00,0.0,41,3
2023-06-03T04:00,0.0,6,4
2023-06-03T05:00,0.0,17,5
2023-06-03T06:00,0.0,23,6
2023-06-03T07:00,13.0,71,7
2023-06-03T08:00,87.0,58,8
2023-06-03T09:00,161.0,82,9
2023-06-03T10:00,426.0,5,10
2023-06-03T11:00,638.0,24,11
2023-06-03T12:00,691.0,91,12
2023-06-03T13:00,683.0,99,13
2023-06-03T14:00,457.0,100,14
2023-06-03T15:00,432.0,100,15
2023-06-03T16:00,661.0,100,16
2023-06-03T17:00,502.0,100,17
2023-06-03T18:00,352.0,100,18
2023-06-03T19:00,188.0,91,19
2023-06-03T20:00,164.0,70,20
2023-06-03T21:00,61.0,51,21
2023-06-03T22:00,2.0,10,22
2023-06-03T23:00,0.0,19,23
2023-06-04T00:00,0.0,5,0
2023-06-04T01:00,0.0,7,1
2023-06-04T02:00,0.0,40,2
2023-06-04T03:00,0.0,91,3
2023-06-04T04:00,0.0,88,4
2023-06-04T05:00,0.0,100,5
2023-06-04T06:00,0.0,97,6
2023-06-04T07:00,7.0,57,7
2023-06-04T08:00,106.0,13,8
2023-06-04T09:00,271.0,13,9
2023-06-04T10:00,461.0,1,10
2023-06-04T11:00,629.0,2,11
2023-06-04T12:00,688.0,16,12
2023-06-04T13:00,809.0,44,13
2023-06-04T14:00,872.0,26,14
2023-06-04T15:00,763.0,48,15
2023-06-04T16:00,646.0,81,16
2023-06-04T17:00,581.0,47,17
2023-06-04T18:00,437.0,90,18
2023-06-04T19:00,225.0,77,19
2023-06-04T20:00,169.0,40,20
2023-06-04T21:00,55.0,29,21
2023-06-04T22:00,2.0,13,22
2023-06-04T23:00,0.0,3,23
2023-06-05T00:00,0.0,31,0
2023-06-05T01:00,0.0,20,1
2023-06-05T02:00,0.0,100,2
2023-06-05T03:00,0.0,17,3
2023-06-05T04:00,0.0,7,4
2023-06-05T05:00,0.0,100,5
2023-06-05T06:00,0.0,100,6
2023-06-05T07:00,12.0,100,7
2023-06-05T08:00,108.0,16,8
2023-06-05T09:00,273.0,4,9
2023-06-05T10:00,454.0,6,10
2023-06-05T11:00,621.0,13,11
2023-06-05T12:00,767.0,38,12
2023-06-05T13:00,840.0,46,13
2023-06-05T14:00,872.0,47,14
2023-06-05T15:00,669.0,76,15
2023-06-05T16:00,707.0,48,16
2023-06-05T17:00,656.0,50,17
2023-06-05T18:00,510.0,100,18
2023-06-05T19:00,303.0,100,19
2023-06-05T20:00,131.0,89,20
2023-06-05T21:00,55.0,94,21
2023-06-05T22:00,2.0,75,22
2023-06-05T23:00,0.0,29,23
2023-06-06T00:00,0.0,100,0
2023-06-06T01:00,0.0,97,1
2023-06-06T02:00,0.0,44,2
2023-06-06T03:00,0.0,18,3
2023-06-06T04:00,0.0,7,4
2023-06-06T05:00,0.0,17,5
2023-06-06T06:00,0.0,11,6
2023-06-06T07:00,13.0,84,7
2023-06-06T08:00,111.0,100,8
2023-06-06T09:00,259.0,92,9
2023-06-06T10:00,441.0,41,10
2023-06-06T11:00,622.0,8,11
2023-06-06T12:00,769.0,20,12
2023-06-06T13:00,852.0,67,13
2023-06-06T14:00,881.0,94,14
2023-06-06T15:00,824.0,39,15
2023-06-06T16:00,823.0,62,16
2023-06-06T17:00,606.0,91,17
2023-06-06T18:00,491.0,84,18
2023-06-06T19:00,339.0,78,19
2023-06-06T20:00,212.0,32,20
2023-06-06T21:00,69.0,47,21
2023-06-06T22:00,2.0,20,22
2023-06-06T23:00,0.0,95,23
2023-06-07T00:00,0.0,100,0
2023-06-07T01:00,0.0,25,1
2023-06-07T02:00,0.0,2,2
2023-06-07T03:00,0.0,16,3
2023-06-07T04:00,0.0,81,4
2023-06-07T05:00,0.0,100,5
2023-06-07T06:00,0.0,100,6
2023-06-07T07:00,12.0,100,7
2023-06-07T08:00,81.0,100,8
2023-06-07T09:00,190.0,100,9
2023-06-07T10:00,385.0,100,10
2023-06-07T11:00,564.0,100,11
2023-06-07T12:00,686.0,100,12
2023-06-07T13:00,781.0,100,13
2023-06-07T14:00,731.0,100,14
2023-06-07T15:00,382.0,100,15
2023-06-07T16:00,357.0,100,16
2023-06-07T17:00,329.0,100,17
2023-06-07T18:00,268.0,100,18
2023-06-07T19:00,108.0,100,19
2023-06-07T20:00,95.0,100,20
2023-06-07T21:00,38.0,100,21
2023-06-07T22:00,2.0,100,22
2023-06-07T23:00,0.0,100,23
2023-06-08T00:00,0.0,99,0
2023-06-08T01:00,0.0,88,1
2023-06-08T02:00,0.0,76,2
2023-06-08T03:00,0.0,100,3
2023-06-08T04:00,0.0,100,4
2023-06-08T05:00,0.0,99,5
2023-06-08T06:00,0.0,79,6
2023-06-08T07:00,12.0,77,7
2023-06-08T08:00,106.0,6,8
2023-06-08T09:00,253.0,91,9
2023-06-08T10:00,455.0,100,10
2023-06-08T11:00,543.0,95,11
2023-06-08T12:00,737.0,87,12
2023-06-08T13:00,750.0,51,13
2023-06-08T14:00,719.0,97,14
2023-06-08T15:00,751.0,100,15
2023-06-08T16:00,730.0,100,16
2023-06-08T17:00,663.0,100,17
2023-06-08T18:00,422.0,91,18
2023-06-08T19:00,372.0,94,19
2023-06-08T20:00,205.0,100,20
2023-06-08T21:00,67.0,100,21
2023-06-08T22:00,2.0,100,22
2023-06-08T23:00,0.0,100,23
2023-06-09T00:00,0.0,100,0
2023-06-09T01:00,0.0,100,1
2023-06-09T02:00,0.0,100,2
2023-06-09T03:00,0.0,100,3
2023-06-09T04:00,0.0,100,4
2023-06-09T05:00,0.0,100,5
2023-06-09T06:00,0.0,100,6
2023-06-09T07:00,6.0,100,7
2023-06-09T08:00,32.0,99,8
2023-06-09T09:00,113.0,100,9
2023-06-09T10:00,385.0,100,10
2023-06-09T11:00,569.0,100,11
2023-06-09T12:00,590.0,98,12
2023-06-09T13:00,681.0,100,13
2023-06-09T14:00,812.0,80,14
2023-06-09T15:00,807.0,26,15
2023-06-09T16:00,724.0,71,16
2023-06-09T17:00,481.0,53,17
2023-06-09T18:00,499.0,64,18
2023-06-09T19:00,367.0,40,19
2023-06-09T20:00,208.0,17,20
2023-06-09T21:00,73.0,12,21
2023-06-09T22:00,3.0,16,22
2023-06-09T23:00,0.0,3,23
2023-06-10T00:00,0.0,0,0
2023-06-10T01:00,0.0,0,1
2023-06-10T02:00,0.0,0,2
2023-06-10T03:00,0.0,73,3
2023-06-10T04:00,0.0,45,4
2023-06-10T05:00,0.0,61,5
2023-06-10T06:00,0.0,80,6
2023-06-10T07:00,14.0,52,7
2023-06-10T08:00,119.0,10,8
2023-06-10T09:00,285.0,11,9
2023-06-10T10:00,462.0,51,10
2023-06-10T11:00,612.0,100,11
2023-06-10T12:00,721.0,100,12
2023-06-10T13:00,802.0,100,13
2023-06-10T14:00,665.0,100,14
2023-06-10T15:00,407.0,100,15
2023-06-10T16:00,507.0,100,16
2023-06-10T17:00,512.0,60,17
2023-06-10T18:00,534.0,97,18
2023-06-10T19:00,376.0,44,19
2023-06-10T20:00,202.0,41,20
2023-06-10T21:00,70.0,9,21
2023-06-10T22:00,3.0,12,22
2023-06-10T23:00,0.0,8,23
2023-06-11T00:00,0.0,3,0
2023-06-11T01:00,0.0,8,1
2023-06-11T02:00,0.0,100,2
2023-06-11T03:00,0.0,98,3
2023-06-11T04:00,0.0,48,4
2023-06-11T05:00,0.0,96,5
2023-06-11T06:00,0.0,100,6
2023-06-11T07:00,13.0,100,7
2023-06-11T08:00,109.0,100,8
2023-06-11T09:00,231.0,97,9
2023-06-11T10:00,431.0,63,10
2023-06-11T11:00,574.0,99,11
2023-06-11T12:00,474.0,100,12
2023-06-11T13:00,632.0,85,13
2023-06-11T14:00,729.0,63,14
2023-06-11T15:00,563.0,66,15
2023-06-11T16:00,765.0,97,16
2023-06-11T17:00,521.0,100,17
2023-06-11T18:00,440.0,99,18
2023-06-11T19:00,340.0,100,19
2023-06-11T20:00,155.0,100,20
2023-06-11T21:00,50.0,100,21
2023-06-11T22:00,3.0,46,22
2023-06-11T23:00,0.0,98,23
2023-06-12T00:00,0.0,100,0
2023-06-12T01:00,0.0,100,1
2023-06-12T02:00,0.0,100,2
2023-06-12T03:00,0.0,38,3
2023-06-12T04:00,0.0,0,4
2023-06-12T05:00,0.0,0,5
2023-06-12T06:00,0.0,0,6
2023-06-12T07:00,14.0,0,7
2023-06-12T08:00,120.0,15,8
2023-06-12T09:00,287.0,13,9
2023-06-12T10:00,466.0,91,10
2023-06-12T11:00,631.0,30,11
2023-06-12T12:00,744.0,98,12
2023-06-12T13:00,632.0,99,13
2023-06-12T14:00,610.0,32,14
2023-06-12T15:00,816.0,51,15
2023-06-12T16:00,737.0,74,16
2023-06-12T17:00,568.0,97,17
2023-06-12T18:00,421.0,100,18
2023-06-12T19:00,255.0,100,19
2023-06-12T20:00,173.0,100,20
2023-06-12T21:00,54.0,100,21
2023-06-12T22:00,3.0,100,22
2023-06-12T23:00,0.0,99,23
2023-06-13T00:00,0.0,96,0
2023-06-13T01:00,0.0,100,1
2023-06-13T02:00,0.0,44,2
2023-06-13T03:00,0.0,46,3
2023-06-13T04:00,0.0,100,4
2023-06-13T05:00,0.0,100,5
2023-06-13T06:00,0.0,100,6
2023-06-13T07:00,10.0,100,7
2023-06-13T08:00,96.0,66,8
2023-06-13T09:00,265.0,12,9
2023-06-13T10:00,459.0,61,10
2023-06-13T11:00,586.0,93,11
2023-06-13T12:00,652.0,92,12
2023-06-13T13:00,745.0,100,13
2023-06-13T14:00,528.0,91,14
2023-06-13T15:00,419.0,100,15
2023-06-13T16:00,253.0,100,16
2023-06-13T17:00,379.0,100,17
2023-06-13T18:00,351.0,100,18
2023-06-13T19:00,270.0,99,19
2023-06-13T20:00,190.0,88,20
2023-06-13T21:00,71.0,78,21
2023-06-13T22:00,3.0,20,22
2023-06-13T23:00,0.0,37,23
2023-06-14T00:00,0.0,81,0
2023-06-14T01:00,0.0,93,1
2023-06-14T02:00,0.0,48,2
2023-06-14T03:00,0.0,13,3
2023-06-14T04:00,0.0,41,4
2023-06-14T05:00,0.0,100,5
2023-06-14T06:00,0.0,100,6
2023-06-14T07:00,11.0,40,7
2023-06-14T08:00,106.0,18,8
2023-06-14T09:00,267.0,85,9
2023-06-14T10:00,341.0,100,10
2023-06-14T11:00,421.0,78,11
2023-06-14T12:00,487.0,53,12
2023-06-14T13:00,780.0,27,13
2023-06-14T14:00,880.0,88,14
2023-06-14T15:00,225.0,99,15
2023-06-14T16:00,647.0,52,16
2023-06-14T17:00,654.0,56,17
2023-06-14T18:00,493.0,25,18
2023-06-14T19:00,368.0,21,19
2023-06-14T20:00,205.0,11,20
2023-06-14T21:00,74.0,6,21
2023-06-14T22:00,4.0,20,22
2023-06-14T23:00,0.0,23,23
2023-06-15T00:00,0.0,41,0
