time,shortwave_radiation,cloud_cover,hour
2023-06-15T01:00,0.0,59,1
2023-06-15T02:00,0.0,38,2
2023-06-15T03:00,0.0,100,3
2023-06-15T04:00,0.0,94,4
2023-06-15T05:00,0.0,46,5
2023-06-15T06:00,0.0,1,6
2023-06-15T07:00,14.0,70,7
2023-06-15T08:00,118.0,9,8
2023-06-15T09:00,283.0,4,9
2023-06-15T10:00,465.0,7,10
2023-06-15T11:00,624.0,84,11
2023-06-15T12:00,683.0,54,12
2023-06-15T13:00,800.0,42,13
2023-06-15T14:00,831.0,61,14
2023-06-15T15:00,791.0,96,15
2023-06-15T16:00,768.0,88,16
2023-06-15T17:00,722.0,44,17
2023-06-15T18:00,557.0,22,18
2023-06-15T19:00,394.0,14,19
2023-06-15T20:00,226.0,9,20
2023-06-15T21:00,81.0,0,21
2023-06-15T22:00,4.0,3,22
2023-06-15T23:00,0.0,2,23
2023-06-16T00:00,0.0,10,0
2023-06-16T01:00,0.0,64,1
2023-06-16T02:00,0.0,32,2
2023-06-16T03:00,0.0,2,3
2023-06-16T04:00,0.0,0,4
2023-06-16T05:00,0.0,11,5
2023-06-16T06:00,0.0,46,6
2023-06-16T07:00,15.0,35,7
2023-06-16T08:00,121.0,14,8
2023-06-16T09:00,289.0,44,9
2023-06-16T10:00,467.0,73,10
2023-06-16T11:00,633.0,92,11
2023-06-16T12:00,766.0,71,12
2023-06-16T13:00,865.0,69,13
2023-06-16T14:00,915.0,93,14
2023-06-16T15:00,909.0,97,15
2023-06-16T16:00,825.0,95,16
2023-06-16T17:00,647.0,100,17
2023-06-16T18:00,466.0,98,18
2023-06-16T19:00,302.0,84,19
2023-06-16T20:00,223.0,99,20
2023-06-16T21:00,79.0,86,21
2023-06-16T22:00,4.0,84,22
2023-06-16T23:00,0.0,91,23
2023-06-17T00:00,0.0,83,0
2023-06-17T01:00,0.0,76,1
2023-06-17T02:00,0.0,75,2
2023-06-17T03:00,0.0,4,3
2023-06-17T04:00,0.0,12,4
2023-06-17T05:00,0.0,11,5
2023-06-17T06:00,0.0,13,6
2023-06-17T07:00,14.0,8,7
2023-06-17T08:00,121.0,9,8
2023-06-17T09:00,287.0,43,9
2023-06-17T10:00,466.0,56,10
2023-06-17T11:00,630.0,100,11
2023-06-17T12:00,750.0,99,12
2023-06-17T13:00,845.0,99,13
2023-06-17T14:00,897.0,98,14
2023-06-17T15:00,889.0,99,15
2023-06-17T16:00,839.0,32,16
2023-06-17T17:00,715.0,67,17
2023-06-17T18:00,582.0,43,18
2023-06-17T19:00,402.0,95,19
2023-06-17T20:00,203.0,93,20
2023-06-17T21:00,69.0,100,21
2023-06-17T22:00,4.0,100,22
2023-06-17T23:00,0.0,100,23
2023-06-18T00:00,0.0,100,0
2023-06-18T01:00,0.0,100,1
2023-06-18T02:00,0.0,46,2
2023-06-18T03:00,0.0,100,3
2023-06-18T04:00,0.0,100,4
2023-06-18T05:00,0.0,67,5
2023-06-18T06:00,0.0,91,6
2023-06-18T07:00,12.0,80,7
2023-06-18T08:00,106.0,99,8
2023-06-18T09:00,274.0,100,9
2023-06-18T10:00,429.0,100,10
2023-06-18T11:00,550.0,98,11
2023-06-18T12:00,767.0,100,12
2023-06-18T13:00,823.0,100,13
2023-06-18T14:00,829.0,100,14
2023-06-18T15:00,446.0,100,15
2023-06-18T16:00,236.0,100,16
2023-06-18T17:00,296.0,100,17
2023-06-18T18:00,419.0,100,18
2023-06-18T19:00,134.0,100,19
2023-06-18T20:00,198.0,100,20
2023-06-18T21:00,78.0,100,21
2023-06-18T22:00,4.0,100,22
2023-06-18T23:00,0.0,100,23
2023-06-19T00:00,0.0,100,0
2023-06-19T01:00,0.0,82,1
2023-06-19T02:00,0.0,95,2
2023-06-19T03:00,0.0,79,3
2023-06-19T04:00,0.0,96,4
2023-06-19T05:00,0.0,95,5
2023-06-19T06:00,0.0,60,6
2023-06-19T07:00,14.0,88,7
2023-06-19T08:00,117.0,100,8
2023-06-19T09:00,250.0,100,9
2023-06-19T10:00,437.0,100,10
2023-06-19T11:00,495.0,100,11
2023-06-19T12:00,654.0,100,12
2023-06-19T13:00,804.0,89,13
2023-06-19T14:00,769.0,82,14
2023-06-19T15:00,922.0,100,15
2023-06-19T16:00,777.0,100,16
2023-06-19T17:00,583.0,100,17
2023-06-19T18:00,491.0,100,18
2023-06-19T19:00,370.0,100,19
2023-06-19T20:00,190.0,83,20
2023-06-19T21:00,81.0,56,21
2023-06-19T22:00,5.0,90,22
2023-06-19T23:00,0.0,40,23
2023-06-20T00:00,0.0,27,0
2023-06-20T01:00,0.0,75,1
2023-06-20T02:00,0.0,60,2
2023-06-20T03:00,0.0,100,3
2023-06-20T04:00,0.0,100,4
2023-06-20T05:00,0.0,100,5
2023-06-20T06:00,0.0,94,6
2023-06-20T07:00,13.0,95,7
2023-06-20T08:00,104.0,100,8
2023-06-20T09:00,209.0,100,9
2023-06-20T10:00,307.0,100,10
2023-06-20T11:00,319.0,100,11
2023-06-20T12:00,581.0,100,12
2023-06-20T13:00,779.0,100,13
2023-06-20T14:00,878.0,100,14
2023-06-20T15:00,435.0,100,15
2023-06-20T16:00,460.0,100,16
2023-06-20T17:00,621.0,49,17
2023-06-20T18:00,588.0,5,18
2023-06-20T19:00,421.0,19,19
2023-06-20T20:00,240.0,96,20
2023-06-20T21:00,80.0,99,21
2023-06-20T22:00,4.0,99,22
2023-06-20T23:00,0.0,100,23
2023-06-21T00:00,0.0,20,0
2023-06-21T01:00,0.0,42,1
2023-06-21T02:00,0.0,46,2
2023-06-21T03:00,0.0,98,3
2023-06-21T04:00,0.0,99,4
2023-06-21T05:00,0.0,100,5
2023-06-21T06:00,0.0,100,6
2023-06-21T07:00,10.0,100,7
2023-06-21T08:00,81.0,100,8
2023-06-21T09:00,246.0,100,9
2023-06-21T10:00,391.0,99,10
2023-06-21T11:00,610.0,100,11
2023-06-21T12:00,715.0,100,12
2023-06-21T13:00,833.0,78,13
2023-06-21T14:00,905.0,100,14
2023-06-21T15:00,761.0,100,15
2023-06-21T16:00,721.0,99,16
2023-06-21T17:00,655.0,33,17
2023-06-21T18:00,590.0,98,18
2023-06-21T19:00,391.0,100,19
2023-06-21T20:00,210.0,94,20
2023-06-21T21:00,83.0,94,21
2023-06-21T22:00,4.0,96,22
2023-06-21T23:00,0.0,94,23
2023-06-22T00:00,0.0,97,0
2023-06-22T01:00,0.0,100,1
2023-06-22T02:00,0.0,11,2
2023-06-22T03:00,0.0,30,3
2023-06-22T04:00,0.0,7,4
2023-06-22T05:00,0.0,10,5
2023-06-22T06:00,0.0,100,6
2023-06-22T07:00,9.0,5,7
2023-06-22T08:00,115.0,30,8
2023-06-22T09:00,225.0,43,9
2023-06-22T10:00,427.0,6,10
2023-06-22T11:00,626.0,23,11
2023-06-22T12:00,723.0,19,12
2023-06-22T13:00,734.0,20,13
2023-06-22T14:00,826.0,35,14
2023-06-22T15:00,856.0,32,15
2023-06-22T16:00,813.0,3,16
2023-06-22T17:00,671.0,49,17
2023-06-22T18:00,486.0,28,18
2023-06-22T19:00,336.0,14,19
2023-06-22T20:00,197.0,5,20
2023-06-22T21:00,82.0,12,21
2023-06-22T22:00,4.0,5,22
2023-06-22T23:00,0.0,8,23
2023-06-23T00:00,0.0,24,0
2023-06-23T01:00,0.0,15,1
2023-06-23T02:00,0.0,6,2
2023-06-23T03:00,0.0,39,3
2023-06-23T04:00,0.0,14,4
2023-06-23T05:00,0.0,2,5
2023-06-23T06:00,0.0,0,6
2023-06-23T07:00,13.0,0,7
2023-06-23T08:00,116.0,0,8
2023-06-23T09:00,280.0,2,9
2023-06-23T10:00,459.0,6,10
2023-06-23T11:00,572.0,31,11
2023-06-23T12:00,704.0,23,12
2023-06-23T13:00,724.0,19,13
2023-06-23T14:00,773.0,23,14
2023-06-23T15:00,883.0,20,15
2023-06-23T16:00,731.0,21,16
2023-06-23T17:00,733.0,4,17
2023-06-23T18:00,575.0,0,18
2023-06-23T19:00,421.0,0,19
2023-06-23T20:00,242.0,4,20
2023-06-23T21:00,86.0,6,21
2023-06-23T22:00,5.0,0,22
2023-06-23T23:00,0.0,1,23
2023-06-24T00:00,0.0,2,0
2023-06-24T01:00,0.0,0,1
2023-06-24T02:00,0.0,0,2
2023-06-24T03:00,0.0,0,3
2023-06-24T04:00,0.0,0,4
2023-06-24T05:00,0.0,0,5
2023-06-24T06:00,0.0,1,6
2023-06-24T07:00,13.0,1,7
2023-06-24T08:00,116.0,1,8
2023-06-24T09:00,274.0,24,9
2023-06-24T10:00,431.0,52,10
2023-06-24T11:00,580.0,100,11
2023-06-24T12:00,730.0,1,12
2023-06-24T13:00,838.0,27,13
2023-06-24T14:00,765.0,8,14
2023-06-24T15:00,819.0,6,15
2023-06-24T16:00,836.0,1,16
2023-06-24T17:00,740.0,0,17
2023-06-24T18:00,595.0,0,18
2023-06-24T19:00,423.0,0,19
2023-06-24T20:00,244.0,1,20
2023-06-24T21:00,87.0,2,21
2023-06-24T22:00,5.0,0,22
2023-06-24T23:00,0.0,0,23
2023-06-25T00:00,0.0,0,0
2023-06-25T01:00,0.0,0,1
2023-06-25T02:00,0.0,0,2
2023-06-25T03:00,0.0,0,3
2023-06-25T04:00,0.0,0,4
2023-06-25T05:00,0.0,0,5
2023-06-25T06:00,0.0,0,6
2023-06-25T07:00,13.0,0,7
2023-06-25T08:00,119.0,0,8
2023-06-25T09:00,285.0,0,9
2023-06-25T10:00,466.0,0,10
2023-06-25T11:00,636.0,0,11
2023-06-25T12:00,777.0,0,12
2023-06-25T13:00,876.0,0,13
2023-06-25T14:00,925.0,0,14
2023-06-25T15:00,918.0,0,15
2023-06-25T16:00,860.0,0,16
2023-06-25T17:00,750.0,8,17
2023-06-25T18:00,593.0,1,18
2023-06-25T19:00,421.0,2,19
2023-06-25T20:00,240.0,6,20
2023-06-25T21:00,86.0,2,21
2023-06-25T22:00,5.0,7,22
2023-06-25T23:00,0.0,1,23
2023-06-26T00:00,0.0,1,0
2023-06-26T01:00,0.0,1,1
2023-06-26T02:00,0.0,1,2
2023-06-26T03:00,0.0,16,3
2023-06-26T04:00,0.0,18,4
2023-06-26T05:00,0.0,32,5
2023-06-26T06:00,0.0,18,6
2023-06-26T07:00,13.0,74,7
2023-06-26T08:00,115.0,34,8
2023-06-26T09:00,281.0,40,9
2023-06-26T10:00,456.0,83,10
2023-06-26T11:00,622.0,84,11
2023-06-26T12:00,757.0,77,12
2023-06-26T13:00,852.0,100,13
2023-06-26T14:00,903.0,100,14
2023-06-26T15:00,779.0,100,15
2023-06-26T16:00,721.0,99,16
2023-06-26T17:00,625.0,43,17
2023-06-26T18:00,519.0,81,18
2023-06-26T19:00,315.0,55,19
2023-06-26T20:00,195.0,98,20
2023-06-26T21:00,72.0,88,21
2023-06-26T22:00,5.0,98,22
2023-06-26T23:00,0.0,40,23
2023-06-27T00:00,0.0,0,0
2023-06-27T01:00,0.0,0,1
2023-06-27T02:00,0.0,7,2
2023-06-27T03:00,0.0,9,3
2023-06-27T04:00,0.0,18,4
2023-06-27T05:00,0.0,23,5
2023-06-27T06:00,0.0,12,6
2023-06-27T07:00,12.0,25,7
2023-06-27T08:00,104.0,33,8
2023-06-27T09:00,261.0,14,9
2023-06-27T10:00,449.0,0,10
2023-06-27T11:00,616.0,0,11
2023-06-27T12:00,746.0,48,12
2023-06-27T13:00,813.0,100,13
2023-06-27T14:00,668.0,86,14
2023-06-27T15:00,768.0,52,15
2023-06-27T16:00,739.0,95,16
2023-06-27T17:00,482.0,100,17
2023-06-27T18:00,250.0,100,18
2023-06-27T19:00,187.0,100,19
2023-06-27T20:00,172.0,90,20
2023-06-27T21:00,79.0,64,21
2023-06-27T22:00,5.0,52,22
2023-06-27T23:00,0.0,96,23
2023-06-28T00:00,0.0,64,0
2023-06-28T01:00,0.0,34,1
2023-06-28T02:00,0.0,43,2
2023-06-28T03:00,0.0,53,3
2023-06-28T04:00,0.0,94,4
2023-06-28T05:00,0.0,100,5
2023-06-28T06:00,0.0,100,6
2023-06-28T07:00,10.0,47,7
2023-06-28T08:00,98.0,89,8
2023-06-28T09:00,248.0,98,9
2023-06-28T10:00,365.0,89,10
2023-06-28T11:00,553.0,97,11
2023-06-28T12:00,687.0,99,12
2023-06-28T13:00,834.0,76,13
2023-06-28T14:00,895.0,31,14
2023-06-28T15:00,754.0,44,15
2023-06-28T16:00,577.0,84,16
2023-06-28T17:00,454.0,94,17
2023-06-28T18:00,253.0,100,18
2023-06-28T19:00,113.0,100,19
2023-06-28T20:00,108.0,100,20
2023-06-28T21:00,49.0,100,21
2023-06-28T22:00,4.0,100,22
2023-06-28T23:00,0.0,97,23
2023-06-29T00:00,0.0,1,0
2023-06-29T01:00,0.0,9,1
2023-06-29T02:00,0.0,1,2
2023-06-29T03:00,0.0,64,3
2023-06-29T04:00,0.0,91,4
2023-06-29T05:00,0.0,33,5
2023-06-29T06:00,0.0,39,6
2023-06-29T07:00,10.0,67,7
2023-06-29T08:00,102.0,87,8
2023-06-29T09:00,210.0,34,9
2023-06-29T10:00,410.0,19,10
2023-06-29T11:00,589.0,30,11
2023-06-29T12:00,716.0,16,12
2023-06-29T13:00,829.0,20,13
2023-06-29T14:00,841.0,70,14
2023-06-29T15:00,389.0,90,15
2023-06-29T16:00,645.0,27,16
2023-06-29T17:00,659.0,35,17
2023-06-29T18:00,508.0,73,18
2023-06-29T19:00,367.0,98,19
2023-06-29T20:00,212.0,99,20
2023-06-29T21:00,70.0,60,21
2023-06-29T22:00,5.0,100,22
2023-06-29T23:00,0.0,100,23
2023-06-30T00:00,0.0,100,0
2023-06-30T01:00,0.0,100,1
2023-06-30T02:00,0.0,100,2
2023-06-30T03:00,0.0,99,3
2023-06-30T04:00,0.0,92,4
2023-06-30T05:00,0.0,27,5
2023-06-30T06:00,0.0,39,6
2023-06-30T07:00,10.0,29,7
2023-06-30T08:00,85.0,27,8
2023-06-30T09:00,247.0,33,9
2023-06-30T10:00,412.0,19,10
2023-06-30T11:00,546.0,35,11
2023-06-30T12:00,683.0,46,12
2023-06-30T13:00,739.0,47,13
2023-06-30T14:00,748.0,63,14
2023-06-30T15:00,781.0,17,15
2023-06-30T16:00,752.0,19,16
2023-06-30T17:00,608.0,35,17
2023-06-30T18:00,515.0,56,18
2023-06-30T19:00,294.0,76,19
2023-06-30T20:00,162.0,100,20
2023-06-30T21:00,63.0,100,21
2023-06-30T22:00,4.0,99,22
2023-06-30T23:00,0.0,47,23
2023-07-01T00:00,0.0,63,0
2023-07-01T01:00,0.0,45,1
2023-07-01T02:00,0.0,21,2
2023-07-01T03:00,0.0,100,3
2023-07-01T04:00,0.0,100,4
2023-07-01T05:00,0.0,100,5
2023-07-01T06:00,0.0,100,6
2023-07-01T07:00,4.0,100,7
2023-07-01T08:00,92.0,49,8
2023-07-01T09:00,236.0,70,9
2023-07-01T10:00,380.0,99,10
2023-07-01T11:00,542.0,88,11
2023-07-01T12:00,628.0,77,12
2023-07-01T13:00,782.0,76,13
2023-07-01T14:00,906.0,49,14
2023-07-01T15:00,881.0,33,15
2023-07-01T16:00,815.0,38,16
2023-07-01T17:00,695.0,51,17
2023-07-01T18:00,578.0,86,18
2023-07-01T19:00,402.0,83,19
2023-07-01T20:00,222.0,24,20
2023-07-01T21:00,85.0,17,21
2023-07-01T22:00,5.0,0,22
2023-07-01T23:00,0.0,0,23
2023-07-02T00:00,0.0,1,0
2023-07-02T01:00,0.0,0,1
2023-07-02T02:00,0.0,0,2
2023-07-02T03:00,0.0,0,3
2023-07-02T04:00,0.0,0,4
2023-07-02T05:00,0.0,0,5
2023-07-02T06:00,0.0,4,6
2023-07-02T07:00,11.0,9,7
2023-07-02T08:00,109.0,12,8
2023-07-02T09:00,265.0,62,9
2023-07-02T10:00,401.0,55,10
2023-07-02T11:00,412.0,39,11
2023-07-02T12:00,496.0,59,12
2023-07-02T13:00,595.0,30,13
2023-07-02T14:00,620.0,54,14
2023-07-02T15:00,837.0,97,15
2023-07-02T16:00,754.0,65,16
2023-07-02T17:00,648.0,30,17
2023-07-02T18:00,464.0,9,18
2023-07-02T19:00,388.0,10,19
2023-07-02T20:00,230.0,11,20
2023-07-02T21:00,81.0,26,21
2023-07-02T22:00,4.0,16,22
2023-07-02T23:00,0.0,19,23
2023-07-03T00:00,0.0,21,0
2023-07-03T01:00,0.0,10,1
2023-07-03T02:00,0.0,15,2
2023-07-03T03:00,0.0,5,3
2023-07-03T04:00,0.0,1,4
2023-07-03T05:00,0.0,7,5
2023-07-03T06:00,0.0,8,6
2023-07-03T07:00,10.0,14,7
2023-07-03T08:00,104.0,7,8
2023-07-03T09:00,261.0,4,9
2023-07-03T10:00,408.0,20,10
2023-07-03T11:00,557.0,55,11
2023-07-03T12:00,677.0,71,12
2023-07-03T13:00,801.0,58,13
2023-07-03T14:00,819.0,61,14
2023-07-03T15:00,540.0,98,15
2023-07-03T16:00,528.0,100,16
2023-07-03T17:00,543.0,74,17
2023-07-03T18:00,477.0,100,18
2023-07-03T19:00,292.0,100,19
2023-07-03T20:00,159.0,63,20
2023-07-03T21:00,76.0,83,21
2023-07-03T22:00,5.0,100,22
2023-07-03T23:00,0.0,45,23
2023-07-04T00:00,0.0,0,0
2023-07-04T01:00,0.0,0,1
2023-07-04T02:00,0.0,0,2
2023-07-04T03:00,0.0,0,3
2023-07-04T04:00,0.0,0,4
2023-07-04T05:00,0.0,0,5
2023-07-04T06:00,0.0,0,6
2023-07-04T07:00,10.0,7,7
2023-07-04T08:00,101.0,18,8
2023-07-04T09:00,230.0,78,9
2023-07-04T10:00,283.0,95,10
2023-07-04T11:00,278.0,100,11
2023-07-04T12:00,175.0,98,12
2023-07-04T13:00,662.0,100,13
2023-07-04T14:00,495.0,87,14
2023-07-04T15:00,603.0,100,15
2023-07-04T16:00,500.0,35,16
2023-07-04T17:00,656.0,43,17
2023-07-04T18:00,506.0,65,18
2023-07-04T19:00,288.0,52,19
2023-07-04T20:00,197.0,28,20
2023-07-04T21:00,79.0,12,21
2023-07-04T22:00,5.0,6,22
2023-07-04T23:00,0.0,0,23
2023-07-05T00:00,0.0,26,0
2023-07-05T01:00,0.0,1,1
2023-07-05T02:00,0.0,1,2
2023-07-05T03:00,0.0,3,3
2023-07-05T04:00,0.0,1,4
2023-07-05T05:00,0.0,0,5
2023-07-05T06:00,0.0,4,6
2023-07-05T07:00,10.0,17,7
2023-07-05T08:00,100.0,29,8
2023-07-05T09:00,203.0,100,9
2023-07-05T10:00,244.0,100,10
2023-07-05T11:00,245.0,100,11
2023-07-05T12:00,388.0,97,12
2023-07-05T13:00,620.0,67,13
2023-07-05T14:00,583.0,56,14
2023-07-05T15:00,737.0,73,15
2023-07-05T16:00,572.0,27,16
2023-07-05T17:00,601.0,56,17
2023-07-05T18:00,527.0,100,18
2023-07-05T19:00,279.0,23,19
2023-07-05T20:00,236.0,47,20
2023-07-05T21:00,79.0,27,21
2023-07-05T22:00,4.0,14,22
2023-07-05T23:00,0.0,94,23
2023-07-06T00:00,0.0,47,0
2023-07-06T01:00,0.0,1,1
2023-07-06T02:00,0.0,13,2
2023-07-06T03:00,0.0,99,3
2023-07-06T04:00,0.0,100,4
2023-07-06T05:00,0.0,99,5
2023-07-06T06:00,0.0,100,6
2023-07-06T07:00,2.0,100,7
2023-07-06T08:00,31.0,96,8
2023-07-06T09:00,130.0,100,9
2023-07-06T10:00,95.0,95,10
2023-07-06T11:00,357.0,22,11
2023-07-06T12:00,713.0,27,12
2023-07-06T13:00,836.0,45,13
2023-07-06T14:00,840.0,50,14
2023-07-06T15:00,867.0,41,15
2023-07-06T16:00,814.0,73,16
2023-07-06T17:00,661.0,96,17
2023-07-06T18:00,410.0,98,18
2023-07-06T19:00,344.0,93,19
2023-07-06T20:00,204.0,58,20
2023-07-06T21:00,73.0,26,21
2023-07-06T22:00,4.0,8,22
2023-07-06T23:00,0.0,35,23
2023-07-07T00:00,0.0,14,0
2023-07-07T01:00,0.0,0,1
2023-07-07T02:00,0.0,0,2
2023-07-07T03:00,0.0,1,3
2023-07-07T04:00,0.0,0,4
2023-07-07T05:00,0.0,0,5
2023-07-07T06:00,0.0,0,6
2023-07-07T07:00,9.0,0,7
2023-07-07T08:00,105.0,20,8
2023-07-07T09:00,267.0,59,9
2023-07-07T10:00,443.0,93,10
2023-07-07T11:00,603.0,93,11
2023-07-07T12:00,702.0,100,12
2023-07-07T13:00,755.0,99,13
2023-07-07T14:00,751.0,99,14
2023-07-07T15:00,571.0,96,15
2023-07-07T16:00,599.0,93,16
2023-07-07T17:00,441.0,100,17
2023-07-07T18:00,332.0,79,18
2023-07-07T19:00,272.0,66,19
2023-07-07T20:00,174.0,32,20
2023-07-07T21:00,75.0,81,21
2023-07-07T22:00,3.0,45,22
2023-07-07T23:00,0.0,20,23
2023-07-08T00:00,0.0,14,0
2023-07-08T01:00,0.0,13,1
2023-07-08T02:00,0.0,9,2
2023-07-08T03:00,0.0,0,3
2023-07-08T04:00,0.0,2,4
2023-07-08T05:00,0.0,0,5
2023-07-08T06:00,0.0,0,6
2023-07-08T07:00,9.0,0,7
2023-07-08T08:00,105.0,0,8
2023-07-08T09:00,271.0,0,9
2023-07-08T10:00,453.0,0,10
2023-07-08T11:00,625.0,9,11
2023-07-08T12:00,767.0,0,12
2023-07-08T13:00,867.0,0,13
2023-07-08T14:00,916.0,0,14
2023-07-08T15:00,908.0,0,15
2023-07-08T16:00,851.0,1,16
2023-07-08T17:00,742.0,2,17
2023-07-08T18:00,595.0,4,18
2023-07-08T19:00,418.0,4,19
2023-07-08T20:00,241.0,2,20
2023-07-08T21:00,87.0,1,21
2023-07-08T22:00,4.0,1,22
2023-07-08T23:00,0.0,5,23
2023-07-09T00:00,0.0,0,0
2023-07-09T01:00,0.0,0,1
2023-07-09T02:00,0.0,0,2
2023-07-09T03:00,0.0,0,3
2023-07-09T04:00,0.0,0,4
2023-07-09T05:00,0.0,0,5
2023-07-09T06:00,0.0,0,6
2023-07-09T07:00,8.0,0,7
2023-07-09T08:00,104.0,0,8
2023-07-09T09:00,269.0,0,9
2023-07-09T10:00,448.0,1,10
2023-07-09T11:00,617.0,8,11
2023-07-09T12:00,756.0,4,12
2023-07-09T13:00,856.0,2,13
2023-07-09T14:00,906.0,0,14
2023-07-09T15:00,883.0,8,15
2023-07-09T16:00,841.0,18,16
2023-07-09T17:00,737.0,1,17
2023-07-09T18:00,569.0,41,18
2023-07-09T19:00,403.0,1,19
2023-07-09T20:00,248.0,4,20
2023-07-09T21:00,84.0,2,21
2023-07-09T22:00,4.0,1,22
2023-07-09T23:00,0.0,11,23
2023-07-10T00:00,0.0,0,0
2023-07-10T01:00,0.0,0,1
2023-07-10T02:00,0.0,0,2
2023-07-10T03:00,0.0,0,3
2023-07-10T04:00,0.0,4,4
2023-07-10T05:00,0.0,18,5
2023-07-10T06:00,0.0,11,6
2023-07-10T07:00,7.0,5,7
2023-07-10T08:00,98.0,0,8
2023-07-10T09:00,261.0,0,9
2023-07-10T10:00,442.0,0,10
2023-07-10T11:00,610.0,0,11
2023-07-10T12:00,751.0,0,12
2023-07-10T13:00,851.0,0,13
2023-07-10T14:00,901.0,0,14
2023-07-10T15:00,898.0,0,15
2023-07-10T16:00,842.0,0,16
2023-07-10T17:00,732.0,1,17
2023-07-10T18:00,583.0,10,18
2023-07-10T19:00,422.0,38,19
2023-07-10T20:00,243.0,51,20
2023-07-10T21:00,84.0,21,21
2023-07-10T22:00,4.0,91,22
2023-07-10T23:00,0.0,38,23
2023-07-11T00:00,0.0,0,0
2023-07-11T01:00,0.0,26,1
2023-07-11T02:00,0.0,4,2
2023-07-11T03:00,0.0,41,3
2023-07-11T04:00,0.0,14,4
2023-07-11T05:00,0.0,63,5
2023-07-11T06:00,0.0,96,6
2023-07-11T07:00,6.0,55,7
2023-07-11T08:00,90.0,53,8
2023-07-11T09:00,249.0,0,9
2023-07-11T10:00,448.0,0,10
2023-07-11T11:00,620.0,21,11
2023-07-11T12:00,767.0,65,12
2023-07-11T13:00,799.0,85,13
2023-07-11T14:00,854.0,42,14
2023-07-11T15:00,891.0,30,15
2023-07-11T16:00,823.0,82,16
2023-07-11T17:00,675.0,52,17
2023-07-11T18:00,574.0,43,18
2023-07-11T19:00,402.0,12,19
2023-07-11T20:00,244.0,91,20
2023-07-11T21:00,82.0,19,21
2023-07-11T22:00,4.0,0,22
2023-07-11T23:00,0.0,0,23
2023-07-12T00:00,0.0,0,0
2023-07-12T01:00,0.0,0,1
2023-07-12T02:00,0.0,56,2
2023-07-12T03:00,0.0,15,3
2023-07-12T04:00,0.0,49,4
2023-07-12T05:00,0.0,64,5
2023-07-12T06:00,0.0,47,6
2023-07-12T07:00,6.0,15,7
2023-07-12T08:00,81.0,15,8
2023-07-12T09:00,259.0,6,9
2023-07-12T10:00,439.0,1,10
2023-07-12T11:00,612.0,2,11
2023-07-12T12:00,750.0,8,12
2023-07-12T13:00,783.0,28,13
2023-07-12T14:00,898.0,78,14
2023-07-12T15:00,830.0,97,15
2023-07-12T16:00,754.0,96,16
2023-07-12T17:00,666.0,97,17
2023-07-12T18:00,460.0,96,18
2023-07-12T19:00,339.0,95,19
2023-07-12T20:00,184.0,100,20
2023-07-12T21:00,45.0,100,21
2023-07-12T22:00,2.0,98,22
2023-07-12T23:00,0.0,94,23
2023-07-13T00:00,0.0,86,0
2023-07-13T01:00,0.0,64,1
2023-07-13T02:00,0.0,97,2
2023-07-13T03:00,0.0,62,3
2023-07-13T04:00,0.0,100,4
2023-07-13T05:00,0.0,82,5
2023-07-13T06:00,0.0,89,6
2023-07-13T07:00,6.0,91,7
2023-07-13T08:00,87.0,30,8
2023-07-13T09:00,246.0,81,9
2023-07-13T10:00,395.0,65,10
2023-07-13T11:00,532.0,25,11
2023-07-13T12:00,673.0,80,12
2023-07-13T13:00,722.0,35,13
2023-07-13T14:00,792.0,23,14
2023-07-13T15:00,860.0,23,15
2023-07-13T16:00,823.0,62,16
2023-07-13T17:00,731.0,2,17
2023-07-13T18:00,588.0,9,18
2023-07-13T19:00,409.0,16,19
2023-07-13T20:00,236.0,96,20
2023-07-13T21:00,74.0,18,21
2023-07-13T22:00,3.0,58,22
2023-07-13T23:00,0.0,47,23
2023-07-14T00:00,0.0,62,0
2023-07-14T01:00,0.0,9,1
2023-07-14T02:00,0.0,0,2
2023-07-14T03:00,0.0,40,3
2023-07-14T04:00,0.0,9,4
2023-07-14T05:00,0.0,5,5
2023-07-14T06:00,0.0,7,6
2023-07-14T07:00,6.0,5,7
2023-07-14T08:00,94.0,1,8
2023-07-14T09:00,251.0,1,9
2023-07-14T10:00,429.0,25,10
2023-07-14T11:00,574.0,9,11
2023-07-14T12:00,726.0,23,12
2023-07-14T13:00,725.0,34,13
2023-07-14T14:00,806.0,7,14
2023-07-14T15:00,849.0,3,15
2023-07-14T16:00,834.0,7,16
2023-07-14T17:00,725.0,25,17
2023-07-14T18:00,592.0,40,18
2023-07-14T19:00,422.0,23,19
2023-07-14T20:00,240.0,12,20
2023-07-14T21:00,82.0,0,21
2023-07-14T22:00,3.0,0,22
2023-07-14T23:00,0.0,1,23
2023-07-15T00:00,0.0,0,0
2023-07-15T01:00,0.0,5,1
2023-07-15T02:00,0.0,2,2
2023-07-15T03:00,0.0,24,3
2023-07-15T04:00,0.0,2,4
2023-07-15T05:00,0.0,5,5
2023-07-15T06:00,0.0,4,6
2023-07-15T07:00,6.0,5,7
2023-07-15T08:00,95.0,7,8
2023-07-15T09:00,251.0,16,9
2023-07-15T10:00,407.0,14,10
2023-07-15T11:00,562.0,11,11
2023-07-15T12:00,724.0,11,12
2023-07-15T13:00,833.0,18,13
2023-07-15T14:00,885.0,16,14
2023-07-15T15:00,747.0,41,15
