date,temperature_2m_mean
2023-06-13,9.2
2023-06-14,10.9
2023-06-15,13.1
2023-06-16,12.7
2023-06-17,12.0
2023-06-18,8.6
2023-06-19,8.1
2023-06-20,9.7
2023-06-21,8.8
2023-06-22,9.9
2023-06-23,11.9
2023-06-24,12.2
2023-06-25,9.1
2023-06-26,10.7
2023-06-27,11.5
2023-06-28,8.7
2023-06-29,7.8
2023-06-30,8.9
2023-07-01,9.4
2023-07-02,10.3
2023-07-03,10.5
2023-07-04,8.1
2023-07-05,7.5
2023-07-06,9.6
2023-07-07,11.2
2023-07-08,12.8
2023-07-09,13.5
2023-07-10,13.7
2023-07-11,13.5
2023-07-12,11.1
2023-07-13,8.7
2023-07-14,8.8
2023-07-15,9.1
2023-07-16,10.1
2023-07-17,10.3
2023-07-18,10.7
2023-07-19,10.7
2023-07-20,10.8
2023-07-21,12.5
2023-07-22,11.3
2023-07-23,11.2
2023-07-24,11.4
2023-07-25,11.9
2023-07-26,13.1
2023-07-27,12.2
2023-07-28,11.6
2023-07-29,11.3
2023-07-30,11.6
2023-07-31,11.3
2023-08-01,10.7
2023-08-02,11.1
2023-08-03,11.2
2023-08-04,11.0
2023-08-05,11.9
2023-08-06,11.0
2023-08-07,10.4
2023-08-08,10.9
2023-08-09,11.5
2023-08-10,12.7
2023-08-11,15.0
2023-08-12,12.9
2023-08-13,12.9
2023-08-14,12.5
2023-08-15,11.5
2023-08-16,12.2
2023-08-17,12.1
2023-08-18,13.2
2023-08-19,12.7
2023-08-20,11.9
2023-08-21,9.4
2023-08-22,10.3
2023-08-23,11.5
2023-08-24,11.6
2023-08-25,12.7
2023-08-26,12.7
2023-08-27,11.9
2023-08-28,11.3
2023-08-29,10.4
2023-08-30,10.4
2023-08-31,10.9
2023-09-01,11.0
2023-09-02,11.3
2023-09-03,8.8
2023-09-04,9.2
2023-09-05,10.9
2023-09-06,11.4
2023-09-07,10.5
2023-09-08,9.6
2023-09-09,8.7
2023-09-10,7.9
2023-09-11,6.8
2023-09-12,6.3
2023-09-13,7.9
2023-09-14,8.5
2023-09-15,7.5
2023-09-16,8.9
2023-09-17,7.8
2023-09-18,7.8
2023-09-19,8.6
2023-09-20,8.8
2023-09-21,4.9
2023-09-22,4.7
2023-09-23,6.5
2023-09-24,7.4
2023-09-25,8.9
2023-09-26,9.6
2023-09-27,8.9
2023-09-28,8.2
2023-09-29,5.4
2023-09-30,6.9
2023-10-01,8.9
2023-10-02,6.7
2023-10-03,5.3
2023-10-04,4.0
2023-10-05,4.2
2023-10-06,3.9
2023-10-07,2.4
2023-10-08,7.5
2023-10-09,7.0
2023-10-10,3.7
2023-10-11,3.0
2023-10-12,2.5
2023-10-13,1.0
2023-10-14,2.0
2023-10-15,6.5
2023-10-16,5.6
2023-10-17,6.7
2023-10-18,9.2
2023-10-19,9.3
2023-10-20,7.6
2023-10-21,6.0
2023-10-22,2.7
2023-10-23,2.3
2023-10-24,1.9
2023-10-25,6.5
2023-10-26,6.3
2023-10-27,4.4
2023-10-28,3.8
2023-10-29,1.0
2023-10-30,1.5
2023-10-31,1.6
2023-11-01,1.7
2023-11-02,0.8
2023-11-03,0.6
2023-11-04,2.6
2023-11-05,2.4
2023-11-06,1.7
2023-11-07,2.9
2023-11-08,3.7
2023-11-09,1.2
2023-11-10,-0.3
2023-11-11,2.2
2023-11-12,3.0
2023-11-13,3.2
2023-11-14,5.5
2023-11-15,3.9
2023-11-16,4.3
2023-11-17,4.4
2023-11-18,3.8
2023-11-19,-0.3
2023-11-20,4.0
2023-11-21,6.2
2023-11-22,2.6
2023-11-23,-0.4
2023-11-24,1.3
2023-11-25,4.3
2023-11-26,4.2
2023-11-27,5.3
2023-11-28,0.8
2023-11-29,1.3
2023-11-30,-0.7
2023-12-01,-2.4
2023-12-02,-4.1
2023-12-03,-1.9
2023-12-04,0.3
2023-12-05,-0.4
2023-12-06,-1.2
2023-12-07,0.1
2023-12-08,-4.0
2023-12-09,-3.0
2023-12-10,-2.8
2023-12-11,1.0
2023-12-12,-3.3
2023-12-13,5.1
2023-12-14,2.0
2023-12-15,2.7
2023-12-16,2.3
2023-12-17,1.4
2023-12-18,0.1
2023-12-19,0.2
2023-12-20,0.8
2023-12-21,-2.6
2023-12-22,-7.6
2023-12-23,-4.8
2023-12-24,-3.1
2023-12-25,-3.3
2023-12-26,-2.3
2023-12-27,-3.8
2023-12-28,-4.7
2023-12-29,-4.0
2023-12-30,-2.4
2023-12-31,-6.2
