year,annual_mean_temp,model
2028,12.800273224043714,MPI_ESM1_2_XR
2029,12.17068493150685,MPI_ESM1_2_XR
2030,11.61753424657534,MPI_ESM1_2_XR
2031,11.468767123287673,MPI_ESM1_2_XR
2032,12.031967213114754,MPI_ESM1_2_XR
2033,12.054520547945204,MPI_ESM1_2_XR
2034,11.944109589041098,MPI_ESM1_2_XR
2035,13.58164383561644,MPI_ESM1_2_XR
2036,13.827322404371586,MPI_ESM1_2_XR
2037,12.673698630136986,MPI_ESM1_2_XR
2038,12.679726027397262,MPI_ESM1_2_XR
2039,12.98027397260274,MPI_ESM1_2_XR
2040,12.479234972677595,MPI_ESM1_2_XR
2041,12.652876712328768,MPI_ESM1_2_XR
2042,13.933972602739725,MPI_ESM1_2_XR
2043,13.5,MPI_ESM1_2_XR
2044,13.678142076502732,MPI_ESM1_2_XR
2045,13.402465753424657,MPI_ESM1_2_XR
2046,13.210684931506849,MPI_ESM1_2_XR
2047,13.45068493150685,MPI_ESM1_2_XR
2048,15.17841530054645,MPI_ESM1_2_XR
2049,12.706849315068494,MPI_ESM1_2_XR
2050,13.053698630136987,MPI_ESM1_2_XR
1950,11.515342465753426,NICAM16_8S
1951,11.165205479452055,NICAM16_8S
1952,11.608469945355191,NICAM16_8S
1953,11.05150684931507,NICAM16_8S
1954,11.026575342465753,NICAM16_8S
1955,11.687397260273972,NICAM16_8S
1956,10.640437158469945,NICAM16_8S
1957,10.535890410958904,NICAM16_8S
1958,10.845753424657534,NICAM16_8S
1959,10.833150684931507,NICAM16_8S
1960,10.958196721311475,NICAM16_8S
1961,11.217260273972602,NICAM16_8S
1962,9.89917808219178,NICAM16_8S
1963,11.075068493150685,NICAM16_8S
1964,10.312295081967214,NICAM16_8S
1965,10.745205479452055,NICAM16_8S
1966,10.973972602739726,NICAM16_8S
1967,11.768767123287672,NICAM16_8S
1968,10.95191256830601,NICAM16_8S
1969,10.64904109589041,NICAM16_8S
1970,10.496712328767124,NICAM16_8S
1971,11.064657534246574,NICAM16_8S
1972,10.930327868852459,NICAM16_8S
1973,11.147945205479452,NICAM16_8S
1974,10.864931506849315,NICAM16_8S
1975,10.34027397260274,NICAM16_8S
1976,10.184426229508198,NICAM16_8S
1977,11.153424657534247,NICAM16_8S
1978,11.311506849315068,NICAM16_8S
1979,11.427671232876714,NICAM16_8S
1980,11.033879781420765,NICAM16_8S
1981,10.76904109589041,NICAM16_8S
1982,10.592328767123288,NICAM16_8S
1983,11.028219178082193,NICAM16_8S
1984,11.272404371584699,NICAM16_8S
1985,10.46109589041096,NICAM16_8S
1986,11.08904109589041,NICAM16_8S
1987,10.90958904109589,NICAM16_8S
1988,10.38688524590164,NICAM16_8S
1989,12.18109589041096,NICAM16_8S
1990,10.828493150684931,NICAM16_8S
1991,11.055342465753425,NICAM16_8S
1992,10.434426229508198,NICAM16_8S
1993,10.598630136986301,NICAM16_8S
1994,10.813424657534247,NICAM16_8S
1995,10.843013698630136,NICAM16_8S
1996,10.871584699453551,NICAM16_8S
1997,11.602739726027398,NICAM16_8S
1998,12.185753424657534,NICAM16_8S
1999,11.096986301369864,NICAM16_8S
2000,11.896448087431695,NICAM16_8S
2001,11.545479452054796,NICAM16_8S
2002,12.289041095890411,NICAM16_8S
2003,11.82,NICAM16_8S
2004,12.270765027322405,NICAM16_8S
2005,12.56986301369863,NICAM16_8S
2006,11.989315068493152,NICAM16_8S
2007,12.636438356164383,NICAM16_8S
2008,11.468032786885246,NICAM16_8S
2009,11.323561643835617,NICAM16_8S
2010,11.641917808219178,NICAM16_8S
2011,11.085753424657534,NICAM16_8S
2012,12.189890710382514,NICAM16_8S
2013,11.508493150684933,NICAM16_8S
2014,11.895616438356164,NICAM16_8S
2015,11.784657534246575,NICAM16_8S
2016,11.46448087431694,NICAM16_8S
2017,10.863835616438356,NICAM16_8S
2018,11.702191780821918,NICAM16_8S
2019,11.798082191780823,NICAM16_8S
2020,11.400273224043715,NICAM16_8S
2021,10.841369863013698,NICAM16_8S
2022,12.409041095890412,NICAM16_8S
2023,11.752328767123288,NICAM16_8S
2024,11.726229508196722,NICAM16_8S
2025,11.88027397260274,NICAM16_8S
2026,11.985753424657535,NICAM16_8S
2027,10.773424657534248,NICAM16_8S
2028,12.396994535519125,NICAM16_8S
2029,12.168219178082191,NICAM16_8S
2030,11.781917808219177,NICAM16_8S
2031,12.320821917808221,NICAM16_8S
2032,10.897814207650272,NICAM16_8S
2033,12.801095890410958,NICAM16_8S
2034,12.644383561643835,NICAM16_8S
2035,12.7586301369863,NICAM16_8S
2036,12.331420765027323,NICAM16_8S
2037,12.33095890410959,NICAM16_8S
2038,12.552328767123289,NICAM16_8S
2039,12.456164383561644,NICAM16_8S
2040,12.408469945355192,NICAM16_8S
2041,12.67945205479452,NICAM16_8S
2042,12.75945205479452,NICAM16_8S
2043,12.77041095890411,NICAM16_8S
2044,12.337158469945354,NICAM16_8S
2045,12.381917808219177,NICAM16_8S
2046,12.123013698630135,NICAM16_8S
2047,12.80931506849315,NICAM16_8S
2048,13.244262295081967,NICAM16_8S
2049,12.06027397260274,NICAM16_8S
2050,12.858356164383562,NICAM16_8S
